['Qh', '6s', '2d', '8h', '3h', 'Kc']
['9c', '8c', '3d', '4s', 'Ac', '8d']
['9c', '8c', '3d', '4s', 'Ac', '8d']
['9c', '8c', '3d', '4s', 'Ac', '8d']
['9c', '8c', '3d', '4s', 'Ac', '8d']
['9s', '6s', '5h', 'Td', '9d', '7d']
['9s', '6s', '5h', 'Td', '9d', '7d']
['9s', '6s', '5h', 'Td', '9d', '7d']
['9s', '6s', '5h', 'Td', '9d', '7d']
['9s', '6s', '5h', 'Td', '9d', '7d']
['5s', '2d', '3d', '9c', 'Td', 'Kc']
['5s', '2d', '3d', '9c', 'Td', 'Kc']
['5s', '2d', '3d', '9c', 'Td', 'Kc']
['5s', '2d', '3d', '9c', 'Td', 'Kc']
['5s', '2d', '3d', '9c', 'Td', 'Kc']
['9h', 'Jh', 'Td', '5h', '6d', '2d']
['9h', 'Jh', 'Td', '5h', '6d', '2d']
['9h', 'Jh', 'Td', '5h', '6d', '2d']
['9h', 'Jh', 'Td', '5h', '6d', '2d']
['9h', 'Jh', 'Td', '5h', '6d', '2d']
['9c', '8d', 'Qs', '5h', '9h', '2h']
['9c', '8d', 'Qs', '5h', '9h', '2h']
['9c', '8d', 'Qs', '5h', '9h', '2h']
['9c', '8d', 'Qs', '5h', '9h', '2h']
['9c', '8d', 'Qs', '5h', '9h', '2h']
['5s', 'Jd', 'Qh', 'Ts', '3c', '5d']
['5s', 'Jd', 'Qh', 'Ts', '3c', '5d']
['5s', 'Jd', 'Qh', 'Ts', '3c', '5d']
['5s', 'Jd', 'Qh', 'Ts', '3c', '5d']
['5s', 'Jd', 'Qh', 'Ts', '3c', '5d']
['4s', '9h', 'As', '8s', '7c', 'Tc']
['4s', '9h', 'As', '8s', '7c', 'Tc']
['4s', '9h', 'As', '8s', '7c', 'Tc']
['4s', '9h', 'As', '8s', '7c', 'Tc']
['4s', '9h', 'As', '8s', '7c', 'Tc']
['5h', 'Js', 'As', '6h', 'Qh', '4d']
['5h', 'Js', 'As', '6h', 'Qh', '4d']
['5h', 'Js', 'As', '6h', 'Qh', '4d']
['5h', 'Js', 'As', '6h', 'Qh', '4d']
['5h', 'Js', 'As', '6h', 'Qh', '4d']
['4h', 'Jc', '2h', '6s', '8s', 'Kd']
['4h', 'Jc', '2h', '6s', '8s', 'Kd']
['4h', 'Jc', '2h', '6s', '8s', 'Kd']
['4h', 'Jc', '2h', '6s', '8s', 'Kd']
['4h', 'Jc', '2h', '6s', '8s', 'Kd']
['9s', 'Ac', 'Jh', 'Ah', '5d', '7h']
['9s', 'Ac', 'Jh', 'Ah', '5d', '7h']
['9s', 'Ac', 'Jh', 'Ah', '5d', '7h']
['9s', 'Ac', 'Jh', 'Ah', '5d', '7h']
['9s', 'Ac', 'Jh', 'Ah', '5d', '7h']
['8s', '2h', '4s', '7c', '4h', 'Qs']
['8s', '2h', '4s', '7c', '4h', 'Qs']
['8s', '2h', '4s', '7c', '4h', 'Qs']
['8s', '2h', '4s', '7c', '4h', 'Qs']
['8s', '2h', '4s', '7c', '4h', 'Qs']
